"AREA(S)","TYPE","YEAR","Total Population",
"Columbine Valley","M","1920","0",
"Columbine Valley","M","1930","0",
"Columbine Valley","M","1940","0",
"Columbine Valley","M","1950","0",
"Columbine Valley","M","1960","0",
"Columbine Valley","M","1970","481",
"Columbine Valley","M","1980","923",
"Columbine Valley","M","1990","1071",
"Columbine Valley","M","2000","1132",
"Columbine Valley","M","2010","1256",
"Commerce City","M","1870","0",
"Commerce City","M","1880","0",
"Commerce City","M","1890","0",
"Commerce City","M","1900","0",
"Commerce City","M","1910","0",
"Commerce City","M","1920","0",
"Commerce City","M","1930","0",
"Commerce City","M","1940","0",
"Commerce City","M","1950","0",
"Commerce City","M","1960","8970",
"Commerce City","M","1970","17407",
"Commerce City","M","1980","16234",
"Commerce City","M","1990","16466",
"Commerce City","M","2000","20991",
"Commerce City","M","2010","45913",
"Como","M","1870","0",
"Como","M","1880","134",
"Como","M","1890","374",
"Como","M","1900","407",
"Como","M","1910","411",
"Como","M","1920","121",
"Como","M","1930","80",
"Como","M","1940","95",
"Como","M","1950","39",
"Como","M","1960","0",
"Como","M","1970","0",
"Como","M","1980","0",
"Como","M","1990","0",
"Como","M","2000","0",
"Conejos","M","1870","0",
"Conejos","M","1880","0",
"Conejos","M","1890","0",
"Conejos","M","1900","348",
"Conejos","M","1910","0",
"Conejos","M","1920","0",
"Conejos","M","1930","0",
"Conejos","M","1940","0",
"Conejos","M","1950","0",
"Conejos","M","1960","0",
"Conejos","M","1970","0",
"Conejos","M","1980","0",
"Conejos","M","1990","0",
"Conejos","M","2000","0",
"Conejos","M","2010","0",
"Cortez","M","1870","0",
"Cortez","M","1880","0",
"Cortez","M","1890","332",
"Cortez","M","1900","125",
"Cortez","M","1910","565",
"Cortez","M","1920","541",
"Cortez","M","1930","921",
"Cortez","M","1940","1778",
"Cortez","M","1950","2680",
"Cortez","M","1960","6764",
"Cortez","M","1970","6032",
"Cortez","M","1980","7095",
"Cortez","M","1990","7284",
"Cortez","M","2000","7977",
"Cortez","M","2010","8482",
"Craig","M","1870","0",
"Craig","M","1880","0",
"Craig","M","1890","0",
"Craig","M","1900","0",
"Craig","M","1910","392",
"Craig","M","1920","1297",
"Craig","M","1930","1418",
"Craig","M","1940","2123",
"Craig","M","1950","3080",
"Craig","M","1960","3984",
"Craig","M","1970","4205",
"Craig","M","1980","8133",
"Craig","M","1990","8091",
"Craig","M","2000","9189",
"Craig","M","2010","9464",
"Crawford","M","1870","0",
"Crawford","M","1880","0",
"Crawford","M","1890","0",
"Crawford","M","1900","0",
"Crawford","M","1910","0",
"Crawford","M","1920","149",
"Crawford","M","1930","157",
"Crawford","M","1940","221",
"Crawford","M","1950","170",
"Crawford","M","1960","147",
"Crawford","M","1970","171",
"Crawford","M","1980","268",
"Crawford","M","1990","221",
"Crawford","M","2000","366",
"Crawford","M","2010","431",
"Creede","M","1870","0",
"Creede","M","1880","0",
"Creede","M","1890","0",
"Creede","M","1900","938",
"Creede","M","1910","741",
"Creede","M","1920","500",
"Creede","M","1930","384",
"Creede","M","1940","670",
"Creede","M","1950","503",
"Creede","M","1960","350",
"Creede","M","1970","653",
"Creede","M","1980","610",
"Creede","M","1990","362",
"Creede","M","2000","377",
"Creede","M","2010","290",
"Crested Butte","M","1870","0",
"Crested Butte","M","1880","0",
"Crested Butte","M","1890","857",
"Crested Butte","M","1900","988",
"Crested Butte","M","1910","904",
"Crested Butte","M","1920","1213",
"Crested Butte","M","1930","1251",
"Crested Butte","M","1940","1145",
"Crested Butte","M","1950","730",
"Crested Butte","M","1960","289",
"Crested Butte","M","1970","372",
"Crested Butte","M","1980","959",
"Crested Butte","M","1990","878",
"Crested Butte","M","2000","1529",
"Crested Butte","M","2010","1487",
"Crestone","M","1870","0",
"Crestone","M","1880","0",
"Crestone","M","1890","0",
"Crestone","M","1900","0",
"Crestone","M","1910","231",
"Crestone","M","1920","74",
"Crestone","M","1930","86",
"Crestone","M","1940","172",
"Crestone","M","1950","72",
"Crestone","M","1960","51",
"Crestone","M","1970","34",
"Crestone","M","1980","54",
"Crestone","M","1990","39",
"Crestone","M","2000","73",
"Crestone","M","2010","127",
"Cripple Creek","M","1870","0",
"Cripple Creek","M","1880","0",
"Cripple Creek","M","1890","0",
"Cripple Creek","M","1900","10147",
"Cripple Creek","M","1910","6206",
"Cripple Creek","M","1920","2325",
"Cripple Creek","M","1930","1427",
"Cripple Creek","M","1940","2358",
"Cripple Creek","M","1950","853",
"Cripple Creek","M","1960","614",
"Cripple Creek","M","1970","425",
"Cripple Creek","M","1980","655",
"Cripple Creek","M","1990","584",
"Cripple Creek","M","2000","1115",
"Cripple Creek","M","2010","1189",
"Crook","M","1870","0",
"Crook","M","1880","0",
"Crook","M","1890","0",
"Crook","M","1900","0",
"Crook","M","1910","0",
"Crook","M","1920","232",
"Crook","M","1930","251",
"Crook","M","1940","236",
"Crook","M","1950","259",
"Crook","M","1960","209",
"Crook","M","1970","199",
"Crook","M","1980","177",
"Crook","M","1990","148",
"Crook","M","2000","128",
"Crook","M","2010","110",
"Crowley","M","1870","0",
"Crowley","M","1880","0",
"Crowley","M","1890","0",
"Crowley","M","1900","0",
"Crowley","M","1910","0",
"Crowley","M","1920","224",
"Crowley","M","1930","323",
"Crowley","M","1940","318",
"Crowley","M","1950","379",
"Crowley","M","1960","265",
"Crowley","M","1970","216",
"Crowley","M","1980","192",
"Crowley","M","1990","225",
"Crowley","M","2000","187",
"Crowley","M","2010","176",
"Dacono","M","1870","0",
"Dacono","M","1880","0",
"Dacono","M","1890","0",
"Dacono","M","1900","0",
"Dacono","M","1910","180",
"Dacono","M","1920","172",
"Dacono","M","1930","275",
"Dacono","M","1940","296",
"Dacono","M","1950","258",
"Dacono","M","1960","302",
"Dacono","M","1970","360",
"Dacono","M","1980","2321",
"Dacono","M","1990","2228",
"Dacono","M","2000","3015",
"Dacono","M","2010","4152",
"Dallas","M","1870","0",
"Dallas","M","1880","0",
"Dallas","M","1890","541",
"Dallas","M","1900","50",
"Dallas","M","1910","0",
"Dallas","M","1920","0",
"Dallas","M","1930","0",
"Dallas","M","1940","0",
"Dallas","M","1950","0",
"Dallas","M","1960","0",
"Dallas","M","1970","0",
"Dallas","M","1980","0",
"Dallas","M","1990","0",
"Dallas","M","2000","0",
"Dallas","M","2010","0",
"De Beque","M","1870","0",
"De Beque","M","1880","0",
"De Beque","M","1890","0",
"De Beque","M","1900","83",
"De Beque","M","1910","149",
"De Beque","M","1920","292",
"De Beque","M","1930","347",
"De Beque","M","1940","280",
"De Beque","M","1950","253",
"De Beque","M","1960","172",
"De Beque","M","1970","155",
"De Beque","M","1980","279",
"De Beque","M","1990","257",
"De Beque","M","2000","451",
"De Beque","M","2010","504",
"Deer Trail","M","1870","0",
"Deer Trail","M","1880","0",
"Deer Trail","M","1890","0",
"Deer Trail","M","1900","0",
"Deer Trail","M","1910","0",
"Deer Trail","M","1920","0",
"Deer Trail","M","1930","390",
"Deer Trail","M","1940","387",
"Deer Trail","M","1950","421",
"Deer Trail","M","1960","764",
"Deer Trail","M","1970","374",
"Deer Trail","M","1980","463",
"Deer Trail","M","1990","476",
"Deer Trail","M","2000","598",
"Deer Trail","M","2010","546",
"Del Norte","M","1870","0",
"Del Norte","M","1880","729",
"Del Norte","M","1890","736",
"Del Norte","M","1900","705",
"Del Norte","M","1910","840",
"Del Norte","M","1920","1007",
"Del Norte","M","1930","1410",
"Del Norte","M","1940","1923",
"Del Norte","M","1950","2048",
"Del Norte","M","1960","1856",
"Del Norte","M","1970","1569",
"Del Norte","M","1980","1709",
"Del Norte","M","1990","1674",
"Del Norte","M","2000","1705",
"Del Norte","M","2010","1686",
"Delagua","M","1870","0",
"Delagua","M","1880","0",
"Delagua","M","1890","0",
"Delagua","M","1900","0",
"Delagua","M","1910","958",
"Delagua","M","1920","1033",
"Delagua","M","1930","1021",
"Delagua","M","1940","422",
"Delagua","M","1950","239",
"Delagua","M","1960","0",
"Delagua","M","1970","0",
"Delagua","M","1980","0",
"Delagua","M","1990","0",
"Delagua","M","2000","0",
"Delagua","M","2010","0",
"Delta","M","1870","0",
"Delta","M","1880","0",
"Delta","M","1890","470",
"Delta","M","1900","819",
"Delta","M","1910","2388",
"Delta","M","1920","2623",
"Delta","M","1930","2938",
"Delta","M","1940","3717",
"Delta","M","1950","4097",
"Delta","M","1960","3832",
"Delta","M","1970","3694",
"Delta","M","1980","3931",
"Delta","M","1990","3789",
"Delta","M","2000","6400",
"Delta","M","2010","8915",
"Denver","M","1870","0",
"Denver","M","1880","0",
"Denver","M","1890","106713",
"Denver","M","1900","133859",
"Denver","M","1910","213381",
"Denver","M","1920","256491",
"Denver","M","1930","287861",
"Denver","M","1940","322412",
"Denver","M","1950","415786",
"Denver","M","1960","493887",
"Denver","M","1970","514678",
"Denver","M","1980","492694",
"Denver","M","1990","467610",
"Denver","M","2000","554636",
"Denver","M","2010","600158",
"Dillon","M","1870","0",
"Dillon","M","1880","0",
"Dillon","M","1890","133",
"Dillon","M","1900","143",
"Dillon","M","1910","134",
"Dillon","M","1920","126",
"Dillon","M","1930","92",
"Dillon","M","1940","161",
"Dillon","M","1950","191",
"Dillon","M","1960","814",
"Dillon","M","1970","182",
"Dillon","M","1980","337",
"Dillon","M","1990","553",
"Dillon","M","2000","802",
"Dillon","M","2010","904",
"Dinosaur","M","1870","0",
"Dinosaur","M","1880","0",
"Dinosaur","M","1890","0",
"Dinosaur","M","1900","0",
"Dinosaur","M","1910","0",
"Dinosaur","M","1920","0",
"Dinosaur","M","1930","0",
"Dinosaur","M","1940","0",
"Dinosaur","M","1950","0",
"Dinosaur","M","1960","0",
"Dinosaur","M","1970","247",
"Dinosaur","M","1980","313",
"Dinosaur","M","1990","324",
"Dinosaur","M","2000","319",
"Dinosaur","M","2010","339",
"Dolores","M","1870","0",
"Dolores","M","1880","0",
"Dolores","M","1890","0",
"Dolores","M","1900","108",
"Dolores","M","1910","320",
"Dolores","M","1920","465",
"Dolores","M","1930","557",
"Dolores","M","1940","804",
"Dolores","M","1950","729",
"Dolores","M","1960","803",
"Dolores","M","1970","820",
"Dolores","M","1980","802",
"Dolores","M","1990","866",
"Dolores","M","2000","857",
"Dolores","M","2010","936",
"Dove Creek","M","1870","0",
"Dove Creek","M","1880","0",
"Dove Creek","M","1890","0",
"Dove Creek","M","1900","0",
"Dove Creek","M","1910","0",
"Dove Creek","M","1920","0",
"Dove Creek","M","1930","0",
"Dove Creek","M","1940","418",
"Dove Creek","M","1950","702",
"Dove Creek","M","1960","966",
"Dove Creek","M","1970","619",
"Dove Creek","M","1980","826",
"Dove Creek","M","1990","643",
"Dove Creek","M","2000","698",
"Dove Creek","M","2010","735",
"Durango","M","1870","0",
"Durango","M","1880","0",
"Durango","M","1890","2726",
"Durango","M","1900","3317",
"Durango","M","1910","4686",
"Durango","M","1920","4116",
"Durango","M","1930","5400",
"Durango","M","1940","5887",
"Durango","M","1950","7459",
"Durango","M","1960","10530",
"Durango","M","1970","10333",
"Durango","M","1980","11649",
"Durango","M","1990","12430",
"Durango","M","2000","13922",
"Durango","M","2010","16887",
"Eads","M","1870","0",
"Eads","M","1880","0",
"Eads","M","1890","0",
"Eads","M","1900","0",
"Eads","M","1910","0",
"Eads","M","1920","406",
"Eads","M","1930","518",
"Eads","M","1940","700",
"Eads","M","1950","1015",
"Eads","M","1960","929",
"Eads","M","1970","795",
"Eads","M","1980","878",
"Eads","M","1990","780",
"Eads","M","2000","747",
"Eads","M","2010","609",
"Eagle","M","1870","0",
"Eagle","M","1880","0",
"Eagle","M","1890","0",
"Eagle","M","1900","124",
"Eagle","M","1910","186",
"Eagle","M","1920","358",
"Eagle","M","1930","341",
"Eagle","M","1940","518",
"Eagle","M","1950","445",
"Eagle","M","1960","546",
"Eagle","M","1970","790",
"Eagle","M","1980","950",
"Eagle","M","1990","1580",
"Eagle","M","2000","3032",
"Eagle","M","2010","6508",
"East Canon","M","1870","0",
"East Canon","M","1880","0",
"East Canon","M","1890","0",
"East Canon","M","1900","0",
"East Canon","M","1910","0",
"East Canon","M","1920","445",
"East Canon","M","1930","595",
"East Canon","M","1940","699",
"East Canon","M","1950","761",
"East Canon","M","1960","1101",
"East Canon","M","1970","1805",
"East Canon","M","1980","0",
"East Canon","M","1990","0",
"East Canon","M","2000","0",
"East Canon","M","2010","0",
"Eaton","M","1870","0",
"Eaton","M","1880","0",
"Eaton","M","1890","0",
"Eaton","M","1900","384",
"Eaton","M","1910","1157",
"Eaton","M","1920","1289",
"Eaton","M","1930","1221",
"Eaton","M","1940","1322",
"Eaton","M","1950","1276",
"Eaton","M","1960","1267",
"Eaton","M","1970","1389",
"Eaton","M","1980","1932",
"Eaton","M","1990","1959",
"Eaton","M","2000","2690",
"Eaton","M","2010","4365",
"Eckley","M","1870","0",
"Eckley","M","1880","0",
"Eckley","M","1890","0",
"Eckley","M","1900","0",
"Eckley","M","1910","0",
"Eckley","M","1920","332",
"Eckley","M","1930","359",
"Eckley","M","1940","358",
"Eckley","M","1950","295",
"Eckley","M","1960","207",
"Eckley","M","1970","193",
"Eckley","M","1980","262",
"Eckley","M","1990","211",
"Eckley","M","2000","278",
"Eckley","M","2010","257",
"Edgewater","M","1870","0",
"Edgewater","M","1880","0",
"Edgewater","M","1890","0",
"Edgewater","M","1900","0",
"Edgewater","M","1910","712",
"Edgewater","M","1920","664",
"Edgewater","M","1930","1473",
"Edgewater","M","1940","1648",
"Edgewater","M","1950","2580",
"Edgewater","M","1960","4314",
"Edgewater","M","1970","4910",
"Edgewater","M","1980","4766",
"Edgewater","M","1990","4613",
"Edgewater","M","2000","5445",
"Edgewater","M","2010","5170",
"Eldora","M","1870","0",
"Eldora","M","1880","0",
"Eldora","M","1890","0",
"Eldora","M","1900","395",
"Eldora","M","1910","81",
"Eldora","M","1920","35",
"Eldora","M","1930","16",
"Eldora","M","1940","31",
"Eldora","M","1950","0",
"Eldora","M","1960","0",
"Eldora","M","1970","0",
"Eldora","M","1980","0",
"Eldora","M","1990","0",
"Eldora","M","2000","0",
"Eldora","M","2010","0",
"Elizabeth","M","1870","0",
"Elizabeth","M","1880","0",
"Elizabeth","M","1890","0",
"Elizabeth","M","1900","215",
"Elizabeth","M","1910","194",
"Elizabeth","M","1920","230",
"Elizabeth","M","1930","266",
"Elizabeth","M","1940","275",
"Elizabeth","M","1950","253",
"Elizabeth","M","1960","326",
"Elizabeth","M","1970","493",
"Elizabeth","M","1980","789",
"Elizabeth","M","1990","818",
"Elizabeth","M","2000","1434",
"Elizabeth","M","2010","1358",
"Elyria","M","1870","0",
"Elyria","M","1880","0",
"Elyria","M","1890","0",
"Elyria","M","1900","1384",
"Elyria","M","1910","0",
"Elyria","M","1920","0",
"Elyria","M","1930","0",
"Elyria","M","1940","0",
"Elyria","M","1950","0",
"Elyria","M","1960","0",
"Elyria","M","1970","0",
"Elyria","M","1980","0",
"Elyria","M","1990","0",
"Elyria","M","2000","0",
"Elyria","M","2010","0",
"Empire","M","1870","0",
"Empire","M","1880","0",
"Empire","M","1890","134",
"Empire","M","1900","276",
"Empire","M","1910","179",
"Empire","M","1920","105",
"Empire","M","1930","93",
"Empire","M","1940","174",
"Empire","M","1950","228",
"Empire","M","1960","110",
"Empire","M","1970","249",
"Empire","M","1980","423",
"Empire","M","1990","401",
"Empire","M","2000","355",
"Empire","M","2010","282",
"Englewood","M","1870","0",
"Englewood","M","1880","0",
"Englewood","M","1890","0",
"Englewood","M","1900","0",
"Englewood","M","1910","2983",
"Englewood","M","1920","4356",
"Englewood","M","1930","7980",
"Englewood","M","1940","9680",
"Englewood","M","1950","16869",
"Englewood","M","1960","33398",
"Englewood","M","1970","33695",
"Englewood","M","1980","30021",
"Englewood","M","1990","29387",
"Englewood","M","2000","31727",
"Englewood","M","2010","30255",
"Erie","M","1870","0",
"Erie","M","1890","662",
"Erie","M","1900","697",
"Erie","M","1910","596",
"Erie","M","1920","697",
"Erie","M","1930","930",
"Erie","M","1940","1019",
"Erie","M","1950","937",
"Erie","M","1960","875",
"Erie","M","1970","1090",
"Erie","M","1980","1254",
"Erie","M","1990","1258",
"Erie","M","2000","6291",
"Erie","M","2010","18135",
"Estes Park","M","1870","0",
"Estes Park","M","1880","0",
"Estes Park","M","1890","0",
"Estes Park","M","1900","0",
"Estes Park","M","1910","0",
"Estes Park","M","1920","0",
"Estes Park","M","1930","417",
"Estes Park","M","1940","994",
"Estes Park","M","1950","1617",
"Estes Park","M","1960","1175",
"Estes Park","M","1970","1616",
"Estes Park","M","1980","2703",
"Estes Park","M","1990","3184",
"Estes Park","M","2000","5413",
"Estes Park","M","2010","5858",
"Eureka","M","1870","0",
"Eureka","M","1880","0",
"Eureka","M","1890","49",
"Eureka","M","1900","39",
"Eureka","M","1910","87",
"Eureka","M","1920","160",
"Eureka","M","1930","197",
"Eureka","M","1940","7",
"Eureka","M","1950","13",
"Eureka","M","1960","0",
"Eureka","M","1970","0",
"Eureka","M","1980","0",
"Eureka","M","1990","0",
"Eureka","M","2000","0",
"Eureka","M","2010","0",
"Evans","M","1870","0",
"Evans","M","1880","0",
"Evans","M","1890","306",
"Evans","M","1900","400",
"Evans","M","1910","600",
"Evans","M","1920","505",
"Evans","M","1930","540",
"Evans","M","1940","792",
"Evans","M","1950","862",
"Evans","M","1960","1453",
"Evans","M","1970","2570",
"Evans","M","1980","5063",
"Evans","M","1990","5877",
"Evans","M","2000","9514",
"Evans","M","2010","18537",
"Fairplay","M","1870","0",
"Fairplay","M","1880","450",
"Fairplay","M","1890","301",
"Fairplay","M","1900","319",
"Fairplay","M","1910","265",
"Fairplay","M","1920","183",
"Fairplay","M","1930","221",
"Fairplay","M","1940","739",
"Fairplay","M","1950","476",
"Fairplay","M","1960","404",
"Fairplay","M","1970","419",
"Fairplay","M","1980","421",
"Fairplay","M","1990","387",
"Fairplay","M","2000","610",
"Fairplay","M","2010","679",
"Federal Heights","M","1870","0",
"Federal Heights","M","1880","0",
"Federal Heights","M","1890","0",
"Federal Heights","M","1900","0",
"Federal Heights","M","1910","0",
"Federal Heights","M","1920","0",
"Federal Heights","M","1930","0",
"Federal Heights","M","1940","0",
"Federal Heights","M","1950","173",
"Federal Heights","M","1960","391",
"Federal Heights","M","1970","1502",
"Federal Heights","M","1980","7838",
"Federal Heights","M","1990","9342",
"Federal Heights","M","2000","12065",
"Federal Heights","M","2010","11467",
"Firestone","M","1870","0",
"Firestone","M","1880","0",
"Firestone","M","1890","0",
"Firestone","M","1900","0",
"Firestone","M","1910","110",
"Firestone","M","1920","214",
"Firestone","M","1930","240",
"Firestone","M","1940","262",
"Firestone","M","1950","297",
"Firestone","M","1960","276",
"Firestone","M","1970","570",
"Firestone","M","1980","1204",
"Firestone","M","1990","1358",
"Firestone","M","2000","1908",
"Firestone","M","2010","10147",
"Flagler","M","1870","0",
"Flagler","M","1880","0",
"Flagler","M","1890","0",
"Flagler","M","1900","0",
"Flagler","M","1910","0",
"Flagler","M","1920","544",
"Flagler","M","1930","540",
"Flagler","M","1940","506",
"Flagler","M","1950","793",
"Flagler","M","1960","693",
"Flagler","M","1970","615",
"Flagler","M","1980","550",
"Flagler","M","1990","564",
"Flagler","M","2000","612",
"Flagler","M","2010","561",
"Fleming","M","1870","0",
"Fleming","M","1880","0",
"Fleming","M","1890","0",
"Fleming","M","1900","0",
"Fleming","M","1910","0",
"Fleming","M","1920","518",
"Fleming","M","1930","365",
"Fleming","M","1940","400",
"Fleming","M","1950","377",
"Fleming","M","1960","384",
"Fleming","M","1970","349",
"Fleming","M","1980","388",
"Fleming","M","1990","344",
"Fleming","M","2000","426",
"Fleming","M","2010","408",
"Florence","M","1870","0",
"Florence","M","1880","0",
"Florence","M","1890","732",
"Florence","M","1900","3728",
"Florence","M","1910","2712",
"Florence","M","1920","2629",
"Florence","M","1930","2475",
"Florence","M","1940","2632",
"Florence","M","1950","2773",
"Florence","M","1960","2821",
"Florence","M","1970","2846",
"Florence","M","1980","2987",
"Florence","M","1990","2990",
"Florence","M","2000","3653",
"Florence","M","2010","3881",
"Florissant","M","1870","0",
"Florissant","M","1880","0",
"Florissant","M","1890","439",
"Florissant","M","1900","131",
"Florissant","M","1910","268",
"Florissant","M","1920","48",
"Florissant","M","1930","26",
"Florissant","M","1940","62",
"Florissant","M","1950","53",
"Florissant","M","1960","0",
"Florissant","M","1970","0",
"Florissant","M","1980","0",
"Florissant","M","1990","0",
"Florissant","M","2000","0",
"Florissant","M","2010","0",
"Fort Collins","M","1870","0",
"Fort Collins","M","1880","1356",
"Fort Collins","M","1890","2011",
"Fort Collins","M","1900","3053",
"Fort Collins","M","1910","8210",
"Fort Collins","M","1920","8755",
"Fort Collins","M","1930","11489",
"Fort Collins","M","1940","12251",
"Fort Collins","M","1950","14937",
"Fort Collins","M","1960","25027",
"Fort Collins","M","1970","43337",
"Fort Collins","M","1980","65092",
"Fort Collins","M","1990","87758",
"Fort Collins","M","2000","118652",
"Fort Collins","M","2010","143986",
"Fort Lupton","M","1870","0",
"Fort Lupton","M","1880","0",
"Fort Lupton","M","1890","113",
"Fort Lupton","M","1900","214",
"Fort Lupton","M","1910","614",
"Fort Lupton","M","1920","1014",
"Fort Lupton","M","1930","1578",
"Fort Lupton","M","1940","1692",
"Fort Lupton","M","1950","1907",
"Fort Lupton","M","1960","2194",
"Fort Lupton","M","1970","2489",
"Fort Lupton","M","1980","4251",
"Fort Lupton","M","1990","5159",
"Fort Lupton","M","2000","6787",
"Fort Lupton","M","2010","7377",
"Fort Morgan","M","1870","0",
"Fort Morgan","M","1880","0",
"Fort Morgan","M","1890","488",
"Fort Morgan","M","1900","634",
"Fort Morgan","M","1910","2800",
"Fort Morgan","M","1920","3818",
"Fort Morgan","M","1930","4423",
"Fort Morgan","M","1940","4884",
"Fort Morgan","M","1950","5315",
"Fort Morgan","M","1960","7379",
"Fort Morgan","M","1970","7594",
"Fort Morgan","M","1980","8768",
"Fort Morgan","M","1990","9068",
"Fort Morgan","M","2000","11034",
"Fort Morgan","M","2010","11315",
"Fountain","M","1870","0",
"Fountain","M","1880","0",
"Fountain","M","1890","0",
"Fountain","M","1900","0",
"Fountain","M","1910","431",
"Fountain","M","1920","595",
"Fountain","M","1930","577",
"Fountain","M","1940","571",
"Fountain","M","1950","713",
"Fountain","M","1960","1602",
"Fountain","M","1970","3515",
"Fountain","M","1980","8324",
"Fountain","M","1990","9984",
"Fountain","M","2000","15197",
"Fountain","M","2010","25846",
"Fowler","M","1870","0",
"Fowler","M","1880","0",
"Fowler","M","1890","0",
"Fowler","M","1900","0",
"Fowler","M","1910","925",
"Fowler","M","1920","1062",
"Fowler","M","1930","968",
"Fowler","M","1940","922",
"Fowler","M","1950","1025",
"Fowler","M","1960","1240",
"Fowler","M","1970","1241",
"Fowler","M","1980","1227",
"Fowler","M","1990","1154",
"Fowler","M","2000","1206",
"Fowler","M","2010","1182",
"Foxfield","M","1870","0",
"Foxfield","M","1880","0",
"Foxfield","M","1890","0",
"Foxfield","M","1900","0",
"Foxfield","M","1910","0",
"Foxfield","M","1920","0",
"Foxfield","M","1930","0",
"Foxfield","M","1940","0",
"Foxfield","M","1950","0",
"Foxfield","M","1960","0",
"Foxfield","M","1970","0",
"Foxfield","M","1980","0",
"Foxfield","M","1990","0",
"Foxfield","M","2000","746",
"Foxfield","M","2010","685",
"Fraser","M","1870","0",
"Fraser","M","1880","0",
"Fraser","M","1890","0",
"Fraser","M","1900","0",
"Fraser","M","1910","0",
"Fraser","M","1920","0",
"Fraser","M","1930","0",
"Fraser","M","1940","0",
"Fraser","M","1950","0",
"Fraser","M","1960","253",
"Fraser","M","1970","221",
"Fraser","M","1980","470",
"Fraser","M","1990","575",
"Fraser","M","2000","910",
"Fraser","M","2010","1224",
"Frederick","M","1870","0",
"Frederick","M","1880","0",
"Frederick","M","1890","0",
"Frederick","M","1900","0",
"Frederick","M","1910","266",
"Frederick","M","1920","361",
"Frederick","M","1930","596",
"Frederick","M","1940","652",
"Frederick","M","1950","599",
"Frederick","M","1960","595",
"Frederick","M","1970","696",
"Frederick","M","1980","855",
"Frederick","M","1990","988",
"Frederick","M","2000","2467",
"Frederick","M","2010","8679",
"Freshwater","M","1870","0",
"Freshwater","M","1880","0",
"Freshwater","M","1890","0",
"Freshwater","M","1900","77",
"Freshwater","M","1910","42",
"Freshwater","M","1920","0",
"Freshwater","M","1930","0",
"Freshwater","M","1940","26",
"Freshwater","M","1950","20",
"Freshwater","M","1960","15",
"Freshwater","M","1970","24",
"Freshwater","M","1980","0",
"Freshwater","M","1990","0",
"Freshwater","M","2000","0",
"Freshwater","M","2010","0",
"Frisco","M","1870","0",
"Frisco","M","1880","48",
"Frisco","M","1890","100",
"Frisco","M","1900","0",
"Frisco","M","1910","81",
"Frisco","M","1920","0",
"Frisco","M","1930","18",
"Frisco","M","1940","60",
"Frisco","M","1950","87",
"Frisco","M","1960","316",
"Frisco","M","1970","471",
"Frisco","M","1980","1221",
"Frisco","M","1990","1601",
"Frisco","M","2000","2443",
"Frisco","M","2010","2683",
"Fruita","M","1870","0",
"Fruita","M","1880","0",
"Fruita","M","1890","0",
"Fruita","M","1900","126",
"Fruita","M","1910","881",
"Fruita","M","1920","1193",
"Fruita","M","1930","1053",
"Fruita","M","1940","1466",
"Fruita","M","1950","1463",
"Fruita","M","1960","1830",
"Fruita","M","1970","1822",
"Fruita","M","1980","2810",
"Fruita","M","1990","4045",
"Fruita","M","2000","6478",
"Fruita","M","2010","12646",
"Garden City","M","1870","0",
"Garden City","M","1880","0",
"Garden City","M","1890","0",
"Garden City","M","1900","0",
"Garden City","M","1910","0",
"Garden City","M","1920","0",
"Garden City","M","1930","0",
"Garden City","M","1940","87",
"Garden City","M","1950","104",
"Garden City","M","1960","129",
"Garden City","M","1970","142",
"Garden City","M","1980","85",
"Garden City","M","1990","199",
"Garden City","M","2000","357",
"Garden City","M","2010","234",
"Genoa","M","1870","0",
"Genoa","M","1880","0",
"Genoa","M","1890","0",
"Genoa","M","1900","0",
"Genoa","M","1910","0",
"Genoa","M","1920","0",
"Genoa","M","1930","218",
"Genoa","M","1940","214",
"Genoa","M","1950","257",
"Genoa","M","1960","185",
"Genoa","M","1970","161",
"Genoa","M","1980","165",
"Genoa","M","1990","167",
"Genoa","M","2000","211",
"Genoa","M","2010","139",
"Georgetown","M","1870","802",
"Georgetown","M","1880","3294",
"Georgetown","M","1890","1927",
"Georgetown","M","1900","1418",
"Georgetown","M","1910","950",
"Georgetown","M","1920","703",
"Georgetown","M","1930","303",
"Georgetown","M","1940","391",
"Georgetown","M","1950","329",
"Georgetown","M","1960","307",
"Georgetown","M","1970","542",
"Georgetown","M","1980","830",
"Georgetown","M","1990","891",
"Georgetown","M","2000","1088",
"Georgetown","M","2010","1034",
"Gilcrest","M","1870","0",
"Gilcrest","M","1880","0",
"Gilcrest","M","1890","0",
"Gilcrest","M","1900","0",
"Gilcrest","M","1910","0",
"Gilcrest","M","1920","222",
"Gilcrest","M","1930","324",
"Gilcrest","M","1940","352",
"Gilcrest","M","1950","429",
"Gilcrest","M","1960","357",
"Gilcrest","M","1970","382",
"Gilcrest","M","1980","1025",
"Gilcrest","M","1990","1084",
"Gilcrest","M","2000","1162",
"Gilcrest","M","2010","1034",
"Gillett","M","1870","0",
"Gillett","M","1880","0",
"Gillett","M","1890","0",
"Gillett","M","1900","524",
"Gillett","M","1910","33",
"Gillett","M","1920","0",
"Gillett","M","1930","0",
"Gillett","M","1940","0",
"Gillett","M","1950","0",
"Gillett","M","1960","0",
"Gillett","M","1970","0",
"Gillett","M","1980","0",
"Gillett","M","1990","0",
"Gillett","M","2000","0",
"Gillett","M","2010","0",
"Glendale","M","1870","0",
"Glendale","M","1880","0",
"Glendale","M","1890","0",
